Gene	S1	S2	S3	S4	S5	S6	S7	S8	S9
G1	45299.82326	41396.82438	39354.37252	18245.76392	28267.21898	31315.8951	28927.98126	29035.97619	23467.4357
G2	3809.141314	3316.413055	3256.980772	3480.3953	3968.434723	4259.840482	4117.964992	4146.151884	3429.435785
G3	15306.73365	16060.97116	15545.61577	17001.4964	16320.6605	15906.40337	17374.34277	15914.20716	15824.13122
G4	3285.66283	3665.457125	2929.009627	2884.914654	3180.019162	3554.749008	4154.105608	3426.251647	3523.39293
G5	24493.22416	23202.03707	22839.9971	17047.51289	19431.9225	20881.79663	20394.66564	19618.0885	18604.60719
G6	4887.284236	5524.388712	4842.715844	3758.772251	4130.014075	3294.262691	3983.72842	4052.53257	3655.588447
G7	7993.62784	7412.984102	7106.041465	6289.678901	7179.394612	7144.020298	8580.814716	7943.652532	7178.981377
G8	5363.983792	5146.669634	5094.918077	4132.827042	4497.86494	4902.16417	4981.209409	4915.551986	4317.658561
G9	20407.86442	18404.41151	16981.97784	10625.70745	15162.10217	17476.64418	17135.81471	16389.83632	13706.81789
G10	23892.89458	23132.82154	22818.34884	21860.56381	22161.58219	22503.29779	23603.9523	22322.28774	20353.73962
G11	69671.64496	76242.89251	80594.30851	128969.1711	129874.2745	124248.8345	112186.6661	105413.1945	104213.7689
G12	1975.852834	2112.062697	2023.029931	1958.66205	1993.957961	1876.756833	2193.219068	1989.679427	1946.879442
G13	2857.96977	2764.66634	2511.198202	1738.60302	2247.213541	2394.591077	2659.949303	2564.308315	2430.86799
G14	279.5597865	331.2457882	326.8887315	177.2318068	224.6067588	252.1172781	254.0168977	253.9558382	263.2985104
G15	4313.685471	3976.927045	4082.861905	2156.39625	2086.780142	2406.098504	2597.993962	2230.722257	2028.818813
G16	8582.819581	8117.005001	8318.344045	5299.64107	5536.098223	6290.378394	5886.789975	6066.961931	5045.28017
G17	33818.93768	31928.13881	31017.62745	21382.17461	22469.8435	24467.92953	21203.18284	21748.73494	18926.90205
G18	13297.4673	12471.65112	12972.72002	4780.247086	4736.223133	5136.497242	5153.651774	4636.846215	4263.032314
G19	4691.25825	4895.516111	4909.825451	3947.849886	3824.044664	4049.568396	3973.40253	4092.347681	3484.062032
G20	3913.837011	3874.092532	3839.318976	1902.166564	2367.53859	1989.73885	2410.062761	2171.537633	2151.181606
G21	6634.811348	6746.537352	6679.570735	5868.2408	6209.9185	6494.373702	5913.63729	6041.135913	5542.379018
G22	7405.549883	7174.684893	6670.911431	5111.930262	6208.772547	6817.627805	7267.361488	6430.678343	5931.317896
G23	11719.23535	11061.63174	10965.92629	10429.79568	10914.05495	11868.3424	11738.47192	10811.41655	10214.01566
G24	5714.825755	6088.000949	6162.177313	3217.509047	3442.442365	3915.663783	3389.989737	3025.948377	3561.631303
G25	398.7346756	405.405293	397.2455777	245.5731204	250.9636744	318.0234545	262.2776098	307.7600412	230.5227622
G26	2274.346948	2115.029077	2202.710492	597.3030814	737.9936361	786.6895979	725.9100776	637.0417636	748.3795835
G27	90.21650481	69.21553783	61.69754204	93.39979534	122.6169551	126.5817039	177.6053106	131.2822553	124.5478431
G28	96.89920887	99.86813315	77.93373731	57.86231223	103.1357566	82.64425297	86.73747727	94.69539729	62.27392155
G29	30157.92964	30618.97635	29975.26371	16477.54633	17574.33292	18327.14769	18808.60891	16411.358	15675.54783
G30	4886.170452	4716.544506	4766.946932	3670.839761	4764.871955	4734.783404	4643.552801	4674.509157	4206.221017
G31	4016.30514	3974.949458	3939.983386	2796.526555	3472.237139	3773.390133	3486.020515	3396.121294	3180.340099
G32	4750.288803	4784.771251	5055.951208	4521.461312	5033.024922	4706.5379	5113.380803	5067.279839	4857.365881
G33	12652.58635	11445.28358	11467.08351	7769.951755	9995.000767	10402.71458	10159.64332	9867.690831	8262.766117
G34	7178.337945	7287.40734	6886.311622	6534.796412	6874.571153	7161.804504	7092.853945	6828.829445	6374.883022
G35	18126.83476	16739.28343	16802.29728	9627.924269	12370.56103	13494.02809	12777.25647	13346.6706	10317.80553
G36	148.1332733	146.3414228	148.2905835	186.3439819	197.1038904	245.8404993	179.6704886	174.3256177	176.9890402
G37	21452.59382	20269.27586	19675.02143	14057.35261	14606.31504	15351.95459	14720.589	15333.12177	13453.3521
G38	32090.3449	32259.3846	31966.90367	39612.44783	46491.30717	47028.76446	49542.58836	46946.31929	43992.70174
G39	6490.019426	6573.498507	5952.189187	5852.750102	5626.628499	5952.478474	6008.635479	5502.017799	5315.13383
G40	6359.706697	6424.190704	6451.181589	5601.709676	5630.066357	5744.298646	6122.220271	5766.734478	5539.101443
G41	186.0019297	186.8819521	186.1750391	110.2573194	166.1631634	157.9655975	171.4097765	176.4777859	167.1563157
G42	5027.621021	4782.793664	4797.254497	3415.698857	4199.917199	4372.822499	3964.109229	3925.554651	3382.457213
G43	464.4479322	516.1501535	549.8658133	341.7065683	493.9056788	580.6020304	542.1092329	474.5530705	549.5400445
G44	5088.879142	5622.279259	5386.087179	3765.150774	3964.996865	3910.433134	3502.541939	3283.132467	2732.404874
G45	12171.43166	11252.46886	11303.63915	9964.619141	10024.79554	11042.946	11675.48399	10887.81852	9897.183427
G46	15246.58931	14763.67422	13544.2341	11523.2567	12975.62413	13359.07735	12922.85152	13228.30135	10935.08212
G47	18224.84776	17817.06823	20106.90423	12247.21902	11905.30417	12419.6528	11366.73988	10394.97202	9445.970627
G48	25305.17271	23449.23542	23330.33019	11067.19233	14528.39025	15332.07812	14931.23716	14619.67804	12456.96936
G49	8401.272788	8514.499946	7526.017716	5837.715013	6193.87516	6432.652045	6737.643324	5836.679942	6078.808763
G50	10707.91947	10053.06247	10508.06558	4213.9254	5580.790385	6005.831093	7304.534693	5287.877071	4870.47618
G51	11346.11771	10604.80919	10685.58132	9267.99335	9622.56609	9562.67236	9598.947485	9805.277956	7996.190032
G52	8864.606936	8431.441301	8165.723809	4875.924925	6679.759169	7356.384644	7612.246219	7140.893823	5984.851618
G53	3513.988552	3476.597586	3205.024947	2110.835375	1887.384346	2074.475363	2072.406153	1805.669053	2112.943233
G54	33115.02619	33090.95984	31993.96399	14948.97895	12992.81343	13688.60823	16182.73505	16727.72671	14212.65694
G55	8857.924232	7960.775644	7505.451868	5331.533683	8485.780862	10008.32365	9558.676513	9984.983994	8151.328573
G56	6747.303533	6301.580323	6108.056662	5958.906943	6102.198932	6182.627026	5762.879293	5973.342618	5162.180339
G57	2152.944491	2151.614433	2280.644229	1941.804526	1796.85407	1820.265825	2073.438742	1913.277459	1920.658844
G58	6265.035056	6018.785411	5770.3438	5076.848388	6191.583254	6211.91866	6983.399509	5966.886113	6008.887167
G59	12177.00058	11635.13191	11391.3146	10380.58994	9898.740727	10488.49722	10654.25346	9796.669283	8960.889553
G60	44180.47033	40685.88193	37903.93907	31912.20422	32103.86912	35008.73324	35241.2305	36135.97882	33045.60184
G61	3549.62964	3521.093289	3552.479526	4895.060493	5116.67948	5063.268157	6391.726004	5654.821736	5873.414075
G62	270.6495144	335.2009618	286.8394498	256.5077306	233.7743816	241.6559802	246.7887746	340.042563	272.0387099
G63	3830.30321	3448.911371	3081.629863	1469.338244	2957.704309	3756.652056	3309.447793	2971.06809	2737.867498
G64	375.3452114	409.3604666	353.949057	335.3280457	324.3046568	403.8060968	406.840072	342.1947311	422.8071516
G65	136097.7233	136814.3985	154795.8857	98852.52095	98665.39452	93487.38819	78650.2401	72151.43623	67329.03444
G66	6368.616969	6182.925115	5971.672622	4388.879163	4784.353153	5056.991378	5086.533489	5268.507558	4440.021354
G67	5472.020841	5193.142924	5075.434642	4692.314596	4736.223133	5053.852989	5232.12854	4923.084575	4706.597439
G68	6723.914068	6287.737215	5913.222319	3596.575534	4705.282406	5262.032816	5073.109831	4998.410459	4112.263872
G69	3088.52306	3318.390642	3216.93149	2858.944955	2894.676902	2841.288495	2854.076038	2996.894107	2821.991919
G70	13010.11102	12490.4382	11297.14467	10191.96791	12186.06262	13370.58478	14339.56365	12891.48704	12449.32169
G71	410.9862997	454.8449629	352.8666439	191.811287	320.8667983	443.5590286	255.0494867	301.3035368	305.906983
G72	17200.16647	16040.2065	16505.71611	10257.57557	13673.50942	16397.03824	17310.32225	18077.13613	13816.07038
G73	2485.96591	2147.65926	2260.078382	1205.540773	1474.841319	1667.530876	1455.950511	1533.419786	1222.535407
G74	4475.184152	4470.33495	5088.423599	4149.228957	4568.914017	4320.51601	4528.93542	4516.3248	4235.71919
G75	29831.59092	27956.15573	27461.90069	20046.78534	22206.27435	23397.73876	24875.06937	22753.79745	19639.22831
G76	126849.9747	164667.7197	148100.0788	394417.7679	451694.5055	331122.0455	515681.1497	423331.4692	508053.595
G77	25438.82679	25623.5921	23945.14079	14383.56848	15739.66241	16652.29391	16097.03016	15143.73098	12951.88316
G78	8696.42555	7961.764437	8318.344045	8473.867285	8449.110371	8875.365091	9544.220267	9301.670615	8232.175419
G79	6414.282114	6151.283726	5954.354013	4860.434228	5419.211033	5384.430001	5014.252257	5088.80152	4497.925176
G80	1133.832122	1097.560671	1161.429169	1054.734274	1238.775032	1411.229079	1338.235364	1344.028991	1100.172614
G81	9785.706312	9112.719952	8834.655055	6621.817685	7976.977796	8162.950708	8872.004818	8237.42348	7102.504631
G82	5228.102143	5099.207551	4811.325866	4475.444827	5050.214215	5353.046107	5533.644532	5430.996251	5038.725021
G83	7549.22802	7040.208991	7766.313406	5442.70222	5909.678853	6250.625462	6131.513572	5904.473238	4949.137976
G84	33146.21214	31976.58968	30987.31989	25048.45828	23920.61981	27170.08276	26130.69762	27435.8392	23129.84549
G85	10506.32457	9746.53652	10416.06047	3140.511167	3506.615724	3191.741972	3389.989737	3248.697777	2781.568496
G86	5827.31794	5477.915423	5569.014979	5455.003657	5565.892998	5691.992157	6392.758593	5506.322135	5817.695303
G87	173.7503056	206.6578201	145.0433444	97.95588292	126.0548136	137.0430018	161.0838864	131.2822553	182.4516649
G88	148.1332733	255.1086966	127.7247361	92.94418658	252.1096272	86.82877211	106.3566686	62.41287549	110.3450189
G89	5524.36869	5538.23182	5458.608851	3884.520269	4116.262641	4303.777933	4064.270364	3770.598547	3658.866022
G90	17163.41159	15936.38319	15680.91739	12930.17654	13632.25512	14275.48704	13961.63607	14333.43968	13276.36306
G91	5611.243842	5565.918035	5690.245237	5615.377939	5380.248636	5413.721635	5176.368733	5102.790613	4804.924684
G92	123.6300251	89.98019918	114.7357799	274.7320809	195.9579375	273.0398737	228.2021723	265.7927628	240.3554867
G93	1599.393838	1660.184115	1533.779247	1016.00753	1191.790965	1194.680214	1311.388049	1280.540032	1370.026274
G94	129.1989452	135.4646955	128.8071492	129.848496	103.1357566	141.2275209	141.4646951	199.0755511	176.9890402
G95	4899.53586	4971.653203	5250.785551	4260.397494	4890.926768	5466.028124	5892.985509	4730.465528	4827.867707
G96	7564.820996	6313.445843	7068.157009	4414.848863	5766.434746	6801.935859	6388.628237	6726.60146	5225.546785
G97	5012.028045	5079.431683	5160.945271	4654.499069	5432.962467	6181.580896	7014.37718	6037.907661	5749.958756
G98	5556.668426	5273.235189	5444.537482	3812.534085	4846.234607	4734.783404	5328.159318	4906.943314	4396.320356
G99	2812.304625	3837.507176	3170.38773	10542.33105	9777.269725	9568.949138	7163.069998	6825.601193	7650.952151
G100	5632.405739	5724.124978	5479.174698	5814.934575	6182.415631	6810.304897	6431.996975	6103.548789	6479.765416
G101	791.9004311	1044.165828	835.6228501	5298.274244	4567.768064	5142.77402	3133.907661	2946.318157	3810.726989
G102	4255.768702	4342.780602	4457.376809	4261.76432	4448.588968	4202.303344	4161.333731	4258.064626	4087.135798
G103	327.4524989	333.223375	319.3118404	410.5034907	348.3696667	330.5770119	616.455642	574.6288881	799.7282557
G104	3897.130251	3885.958052	3543.820222	2015.157536	2844.254976	2860.118831	2631.036811	2629.949443	2534.65786
G105	6154.770439	6043.505246	5872.090624	5532.457145	5714.866868	5647.008577	5979.722987	5718.310695	5693.147459
G106	485.6098284	403.4277062	438.3772724	131.670931	120.3250494	134.9507422	110.4870246	104.3801538	126.732893
G107	6083.488263	5911.006931	5444.537482	4060.840858	4371.810127	4347.715384	4639.422445	4759.519798	4443.298929
G108	197.1397698	233.3552418	226.2243208	198.1898096	154.7036349	182.0265825	121.8455038	132.3583394	170.4338906
G109	216.0740979	277.8509447	256.5318853	73.80861876	119.1790965	151.6888187	124.9432708	115.1409944	113.6225937
G110	5943.151477	5947.592286	5472.68022	5258.636282	4664.028104	5342.584809	4669.367526	4591.650684	4771.056411
G111	45.66514441	30.65259532	32.47239055	196.3673746	284.1963071	87.87490189	142.4972841	134.5105075	214.1348881
G112	403.1898116	417.2708138	429.7179682	215.9585512	350.6615724	326.3924928	369.6668674	309.9122093	296.0742586
G113	29334.84326	27733.67721	26818.94735	13948.00651	14814.87846	16021.47765	15409.32587	17347.55113	15852.53687
G114	838.6793595	821.6873134	868.0952406	920.3296906	1126.471653	1072.283029	1226.71575	1215.974988	1167.90916
G115	940.0337044	970.006323	816.1394157	1534.945905	1591.72851	1289.878024	1583.991549	1441.952641	1525.164815
G116	3984.005404	3939.352896	3918.335126	3711.844549	3213.251794	3413.521487	3324.936629	3495.121027	3474.229307
G117	18046.64231	18859.25647	17622.76635	7213.197853	7530.056184	7381.491759	7389.206992	7600.381716	7216.127225
G118	2298.850197	2187.210995	2191.886362	1058.834753	1430.149158	1575.471455	1433.233553	1590.452241	1374.396374
G119	1661.765743	1726.433272	1593.311963	1742.24789	1792.270259	1957.308827	1862.790583	1777.690867	2034.281437
G120	322.9973629	428.1475411	390.7510996	746.2871452	708.1988619	714.5066428	700.0953523	656.4112767	784.4329065
G121	2947.07249	3222.477683	3129.256036	2412.448372	2132.618256	2378.89913	2595.928784	2161.852877	2353.29872
G122	1388.88866	1432.761633	1396.312793	1847.949121	1865.611241	2077.613752	1749.205792	2047.787966	1998.228114
G123	1028.022641	1096.571878	1069.424062	530.328594	802.1669957	800.2892851	890.091731	1036.26895	836.8741036
G124	13454.51084	12490.4382	12591.71064	6137.049967	9033.546325	8818.874083	9232.378384	9401.746433	8581.783399
G125	1098.191034	1075.807217	1015.303411	1072.047407	1120.741888	985.454257	913.8412784	850.1064075	993.10517
G126	488.9511804	601.1863857	513.0637706	610.5157354	551.2033214	535.6184496	540.0440549	610.1396621	604.1662915
G127	1061.436162	1055.042555	1078.083366	785.9251071	786.1236558	882.9335381	933.4604697	953.4104772	819.3937046
G128	1191.748891	1088.661531	1170.088473	855.1776383	966.0382534	892.3487061	929.3301136	966.323486	833.5965288
G129	99219.22096	98810.12422	92554.97236	53457.48676	59770.6088	64392.42662	59819.94682	62540.92949	51851.23363
G130	1557.070046	1620.632379	1619.289875	1433.345152	1455.360121	1425.874896	1616.001809	1375.235429	1390.784248
G131	20081.5257	18959.1246	18251.64831	12103.24665	11998.12635	13544.24232	11788.0362	13710.38701	11699.84958
G132	26456.82537	22549.43343	20158.86005	13121.53222	17394.41833	15003.59337	16763.05007	15923.89192	14841.9513
G133	24785.03557	25472.30671	24287.1833	15249.22512	17158.35204	16814.44403	16143.49666	15109.29629	13823.71806
G134	1324.289188	1347.725401	1285.906666	1129.909719	1215.855975	1227.110237	1122.424259	1163.246869	1131.855837
G135	1502.49463	1312.128839	1498.059617	1118.975109	1272.007665	1084.836586	1171.988532	1050.258043	1232.368132
G136	798.5831352	836.5192143	789.0790903	528.506159	632.5659738	645.462077	703.1931193	765.0957667	634.7569898
G137	15616.3656	15947.25992	15572.67609	11986.1552	10892.28185	10152.68956	11753.96076	10785.59053	11488.99226
G138	17359.43758	16981.53781	16008.88854	11226.19979	14913.4304	15378.10783	16209.58236	16034.72858	14083.73899
G139	7672.858045	7569.213458	7995.784966	8044.683836	7310.033237	8213.164938	7690.722985	7570.251363	7185.536527
G140	1827.71956	1670.072048	1501.306856	1154.056983	1196.374776	1311.84675	1238.074229	1275.159611	1067.396866
G141	144.7919213	117.6664143	111.4885409	229.6268139	239.5041459	223.8717739	235.4302954	197.9994671	220.6900378
G142	1893.432817	2035.925606	1840.102131	964.5237402	1009.584462	914.3174316	621.6185871	531.5855257	788.8030063
G143	579.1676852	463.7441035	331.2183836	136.2270186	129.4926722	156.9194677	90.86783333	102.2279857	125.640368
G144	1439.008941	1551.416841	1505.636508	1763.661501	1749.870004	1809.804527	1455.950511	1437.648304	1490.204017
G145	50608.11785	51404.40236	44782.6738	17229.75639	21572.56242	17704.70047	18399.70366	19511.55618	17024.81613
G146	2480.39699	2844.758605	2594.544005	2396.957675	2535.993659	2775.382318	3082.27821	3165.839305	3255.72432
G147	8462.530908	8723.135353	8475.293933	5161.136008	5599.12563	5619.809202	6039.613149	5677.419501	5422.201275
G148	13006.76967	12433.08818	10335.96191	6443.219052	9981.249333	6677.446414	11511.30234	9905.353773	9107.287895
G149	1373.295684	1277.52107	1481.823422	850.165942	1096.676878	1072.283029	1176.118888	1219.20324	1069.581916
G150	5079.96887	4875.740243	5064.610512	5753.883002	4821.023644	5315.385435	5059.686174	5180.268665	4854.088306
G151	295.1527627	259.0638702	241.3781031	212.3136811	217.7310417	235.3792015	166.2468314	223.8254845	220.6900378
G152	1763.120088	1934.079886	1847.679022	3192.450566	3430.982836	3063.068009	3901.121299	3825.478834	4346.064209
G153	1113.78401	986.8158108	1029.37478	1171.370116	1159.704285	1184.218916	1180.249244	1088.997069	1020.418293
G154	12318.45115	12112.71912	12749.74294	16132.19489	16666.73827	18026.90845	19014.09412	20323.99964	22604.341
G155	18155.79315	18328.27442	17843.57861	12047.66238	14051.67386	13786.94443	14356.08508	13939.59291	13198.79379
G156	3007.216827	2843.769811	2725.51598	2832.975256	2701.01087	2803.627822	3012.062157	2898.970458	2697.444076
G157	3864.830515	3580.420893	3447.485463	1492.57429	1959.579375	2144.566058	1979.473142	1953.092569	1770.982927
G158	4863.894772	5187.210164	5586.333587	5403.064258	4661.736198	4153.135244	4705.508142	4547.531238	4679.284316
G159	1418.960829	1507.909931	1871.492108	3132.765818	3444.73427	2504.434704	3029.61617	2337.254579	2542.305534
G160	1494.698141	1391.23231	1553.262681	1166.814029	1234.191221	1136.096946	1184.3796	1185.844634	973.4397211
G161	11269.26661	10999.33775	10626.0486	5769.373699	7287.11418	7498.658295	7326.219062	7747.805233	7062.081209
G162	2923.683026	2938.693978	3190.953578	2066.641325	1867.903147	1773.189985	1822.519612	1807.821221	1763.335252
G163	4206.762206	3926.498582	4082.861905	2769.19003	2947.390733	3025.407337	3106.027757	2903.274794	2813.251719
G164	6890.98167	7002.634842	6826.778906	5758.439089	6592.666752	6420.098487	6513.571507	6397.319737	5840.638326
G165	3098.547116	3093.934541	3258.063185	3089.027378	2780.081617	2654.031263	2683.69885	2778.449043	2626.429954
G166	1799.87496	1912.326431	1833.607653	1236.522169	1294.926722	1367.291628	1351.659021	1349.409411	1351.45335
G167	3306.824726	3173.038013	2973.388561	2385.567456	2838.525212	2944.855343	3027.550992	3144.317624	2872.248066
G168	2575.068631	2516.479197	2479.808225	2213.802954	2817.898061	2714.706791	3419.934818	2963.535501	3298.332792
G169	1332.085676	1289.38659	1147.357799	772.7124531	872.0701196	955.1164932	816.777911	797.3782885	806.2834053
G170	436.6033319	479.5647978	442.7069245	482.4896745	482.4461503	416.3596542	500.8056723	488.5421633	585.5933675
G171	8585.047149	7807.512667	7428.600544	4128.726563	5989.895552	4294.362765	6629.221477	6037.907661	5610.115564
G172	3874.854571	3793.011473	3867.461714	2320.871012	2904.990477	2846.519144	2936.683159	3156.154548	2542.305534
G173	12487.74632	17447.2595	16664.83083	24591.02709	23890.82504	23714.71608	28650.21481	20686.63997	22113.7973
G174	4866.12234	5163.479122	5035.385361	25731.41581	20741.7466	19523.92017	14684.44838	12885.03054	14693.36791
G175	5439.721105	5338.495553	6200.061768	6242.29559	5369.93506	5939.924916	6763.458049	5368.583376	5789.289654
G176	10682.30244	9842.449479	9652.959296	7165.358933	7460.15306	7940.125064	7852.83946	7486.316806	6887.277218
G177	121.4024571	112.7224473	100.6644107	94.76662161	124.9088608	96.24394017	101.1937235	107.608406	117.9926935
G178	22127.54693	19059.98153	16566.33124	9727.702587	11700.17861	7787.390116	11592.87687	11092.27449	9882.980602
G179	1268.599987	1368.490062	1421.208293	2208.335649	2737.681361	2115.274424	2963.530473	2382.450109	2645.002878
G180	111.378401	91.95778597	89.84028051	26.42530795	49.27597259	49.16809987	71.24864204	51.65203488	43.70099758
G181	1061.436162	1162.821036	1084.577844	795.0372823	758.6207874	815.9812319	898.3524432	865.1715843	853.2619777
G182	1250.779443	1326.96074	1139.780908	720.317446	936.2434793	921.6403401	938.6234147	881.3128452	928.6461985
G183	2698.698656	2831.904291	2897.61965	2182.821558	2366.392637	2620.55511	2773.534095	2463.156414	2465.828788
G184	2495.989966	2380.025708	2535.011289	2087.143719	1669.653304	1830.727123	1854.529871	1728.191001	1802.66615
G185	712.8217664	781.1467841	781.5021992	473.8331081	485.8840088	446.697418	444.0132765	418.5966994	403.1417027
G186	7308.650674	7127.22281	7173.151072	5544.302973	6462.028127	6469.266587	7023.670481	6567.341019	6122.509761
G187	2621.84756	2680.618901	2658.406373	3129.120948	3180.019162	3075.621566	3591.344595	3738.316025	3452.378809
G188	7815.422398	7493.076367	7674.308299	4691.858987	4932.181071	5695.130547	5366.365112	5604.245785	4445.483979
G189	349.7281791	255.1086966	293.3339279	88.388099	99.69789804	154.8272081	123.9106818	106.5323219	108.159969
G190	409.8725157	373.7639043	442.7069245	947.6662161	1090.947114	857.8264233	1506.547373	1176.159878	1668.285583
G191	32732.99827	30428.13922	26138.10956	14014.981	16661.0085	12694.78493	16905.54736	16644.86824	14195.17654
G192	1872.270921	1941.990233	1872.574522	879.3249025	923.6379979	953.0242336	854.9837045	904.9866945	845.6143031
G193	942.2612725	919.5778597	926.5455436	973.6359153	849.1510626	854.6880339	864.2770057	960.9430657	947.2191225
G194	2317.784525	2567.896453	2480.890638	2217.903433	2377.852166	2480.373719	2346.042242	2176.918054	2212.363002
G195	3157.577668	3209.623368	3107.607775	1687.574839	2154.39136	2052.506637	2134.361494	2445.939069	2144.626456
G196	2729.884609	2558.008519	2610.7802	2477.144816	2453.485054	2754.459722	2683.69885	2853.774927	2428.68294
G197	2425.821574	2337.507592	2316.363859	2934.1204	2385.873836	2529.541819	2342.944475	2680.525394	2428.68294
G198	235.0084261	263.0190438	237.048451	330.7719581	253.2555801	252.1172781	219.9414602	202.3038033	267.6686102
G199	862.0688237	880.0261238	826.9635459	577.2562961	640.5876437	644.4159472	653.6288466	613.3679143	658.7925385
G200	2090.572587	2057.67906	2036.018887	1851.593991	2306.803089	2209.426105	2387.345803	2321.113318	2371.871644
G201	416.5552197	517.1389469	413.481773	980.0144379	868.6322611	875.6106296	750.692214	861.9433321	797.5432058
G202	3040.630347	2946.604325	3070.805733	3532.334699	3673.92484	3228.356515	3946.555216	3483.284103	3748.453067
G203	210.5051779	201.7138531	193.7519303	136.6826273	126.0548136	160.057857	164.1816534	132.3583394	144.213292
G204	1649.514119	1756.097074	1684.234656	1171.825725	1274.29957	1196.772473	1197.803258	1277.311779	1198.499859
G205	300.7216827	264.9966305	346.3721658	171.3088929	313.9910812	277.2243929	271.570911	318.5208818	286.2415341
G206	5351.732168	4964.731649	4700.919738	2083.498849	2576.102009	2805.720082	2943.911282	2875.296609	2595.839256
G207	16600.95067	14604.47848	15574.84092	14683.35904	13026.04606	12917.61058	13261.54072	14678.86266	12605.55275
G208	12575.73526	13323.99103	14199.09397	24917.24296	23104.70138	20412.08435	23295.20818	23193.91583	28892.91455
G209	90.21650481	102.8345133	67.10960713	43.73844074	77.92479387	69.04456577	70.21605303	78.55413639	46.9785724
G210	113.605969	148.3190096	141.7961054	13.21265397	140.9522007	119.2587954	177.6053106	146.3474322	130.0104678
G211	814.1761113	855.3062889	831.293198	376.3328339	305.9694112	406.9444862	291.1901023	403.5315225	334.3126315
G212	150.3608414	201.7138531	146.1257575	24.14726416	27.50286843	27.1993744	10.32589015	22.59776526	19.66544891
G213	1533.680582	1660.184115	1739.43772	1229.688037	1246.796702	1155.973412	1206.06397	1142.801272	1076.137065
G214	3039.516563	3220.500096	2980.965452	2484.434556	2581.831773	2705.291623	2709.513576	2671.916721	2674.501052
G215	209.3913939	228.4112748	211.0705386	110.2573194	153.557682	59.62939771	115.6499697	80.70630451	110.3450189
G216	1604.962758	1691.825503	1677.740178	1788.719983	1776.226919	1784.697412	1817.356667	1775.538699	1691.228606
G217	627.0603976	629.8613942	594.244747	595.9362551	529.4302172	637.0930387	576.1846704	583.2375606	505.839047
G218	3652.097769	3255.107865	3017.767495	1645.658833	2208.251144	2479.327589	2323.325284	2389.982697	1824.516649
G219	5320.546216	5250.492941	5217.230748	4865.445924	4973.435374	5416.860024	5255.878087	5304.018332	4887.956579
G220	575.8263332	735.6622878	636.4588547	49.66135459	52.71383115	72.18295513	44.40132765	34.43468992	45.88604746
G221	324.1111469	27.68621513	69.27443317	12.30143646	11.45952851	17.78420634	9.293301136	16.1412609	15.29534915
G222	296.2665467	342.1225156	301.9932321	348.9963084	404.5213564	382.8835011	398.5793598	372.3250848	391.1239283
G223	139.2230013	182.9267785	178.598148	155.3625864	168.4550691	169.4730251	130.1062159	161.412609	124.5478431
G224	9731.130895	9854.315	8942.896357	6476.9341	7955.204692	9187.111767	8239.027752	8902.443429	8146.958474
G225	16228.94681	15345.08474	16406.13412	15576.80782	17293.57448	17872.08124	18809.6415	19383.50217	18088.93542
G226	100.2405609	137.4422823	119.065432	105.245623	76.77884102	114.0281465	73.31382007	107.608406	99.41976949
G227	6109.105295	7175.673686	7492.462912	14648.73278	13599.02248	11937.38697	9776.552795	9990.364414	10635.73029
G228	1952.46337	1819.379852	2213.534622	1391.429146	1269.715759	1366.245499	1487.960771	1674.386798	1185.389559
G229	551.323085	576.4665508	588.8326819	572.7002085	483.5921031	554.4487858	583.4127935	578.9332243	558.2802441
G230	682.7495981	694.1329651	649.4478109	1598.731131	1512.657763	1590.117272	1479.700059	1468.854742	1398.431923
G231	1261.917283	1279.498656	881.0841968	74527.11377	95452.14273	111083.2912	171744.3354	163352.7886	242336.2344
G232	2187.471796	2255.43774	2168.073275	2348.663146	2290.759749	2349.607496	2366.694023	2395.363118	2516.084936
G233	90.21650481	60.31639725	75.76891128	72.44179248	103.1357566	97.29006996	100.1611345	123.7496669	134.3805676
G234	513.4544286	560.6458564	503.3220535	835.130853	725.3881547	695.6763067	640.2051894	623.0526708	741.8244339
G235	3290.117966	3988.792566	3370.634139	2939.132096	2847.692835	2797.351044	2764.240793	2708.503579	2654.835603
G236	3287.890398	3484.507933	3657.473589	3599.764795	3885.926118	3380.045334	3276.404945	3100.198177	3135.546576
G237	1923.504985	1989.452316	2023.029931	2369.621149	2311.386901	2161.304135	2401.802049	2249.015686	2044.114162
G238	32004.58353	33548.77119	37430.92458	56335.56729	55341.50104	54815.10845	58667.57748	55589.42646	53819.96357
G239	501.2028045	532.9596413	473.014489	487.045762	488.1759145	545.0336177	521.4574526	511.1399285	571.3905433
G240	1667.334663	1839.155719	1964.579628	1967.318616	1936.660318	1897.679429	1938.169581	2006.896772	1851.829772
G241	341.9316911	434.0803015	453.5310546	551.7422056	434.3161305	480.1735711	442.9806875	533.7376938	541.89237
G242	934.4647844	1057.020142	1253.434275	2917.262876	2373.268355	2134.10476	1600.512973	1433.343968	1568.865813
G243	486.7236124	449.9009959	615.8930074	620.5391281	503.0733016	348.3612182	370.6994564	363.7164123	374.7360542
G244	951.1715445	930.4545871	889.743501	1328.555138	1254.818372	1436.336194	1213.292093	1181.540298	1178.83441
G245	2671.96784	2452.207626	2457.077551	2621.117183	2557.766764	2670.76934	2378.052502	2426.569556	2478.939088
G246	42497.54269	41097.21998	41493.22064	25012.9208	30665.69829	30815.84506	32550.30352	32195.35899	28862.32385
