Gene	S1	S2	S3	S4	S5	S6	S7	S8	S9
G1889	627.0603976	703.0321057	778.2549601	882.9697725	838.837487	770.9976512	832.2667462	766.1718508	820.4862295
G1890	147.0194893	126.5655549	129.8895622	190.9000695	187.9362676	193.5340101	199.2896799	235.6624092	261.1134605
G1891	189.3432817	219.5121343	230.5539729	268.3535583	301.3855998	265.7169653	242.6584186	255.0319222	223.9676126
G1892	189.3432817	159.195737	143.9609314	243.2950766	278.4665428	200.8569186	291.1901023	278.7057716	238.1704368
G1893	2462.576446	4055.041723	3490.781984	21358.93856	20388.79313	18957.96395	19010.99636	21723.98501	27228.99907
G1894	2097.255291	2203.03169	2216.781861	3515.477175	2649.442992	2961.59342	2997.605911	3001.198444	3220.763522
G1895	408.7587317	459.7889299	460.0255327	314.8256516	354.099431	259.4401865	262.2776098	223.8254845	280.7789094
G1896	824.2001674	873.10457	833.458024	2565.532915	2393.895506	2340.192328	2093.057934	1844.408079	2002.598214
G1897	277.3322185	393.5397722	297.66358	594.5694289	485.8840088	542.9413581	447.1110435	531.5855257	515.6717714
G1898	2714.291632	2538.232652	2645.417417	2158.674294	2178.45637	2082.844401	2229.359684	2169.385465	1878.050371
G1899	1657.310607	2346.406732	2001.381671	2195.578604	1792.270259	1957.308827	1768.824983	1773.386531	2297.579948
G1900	2214.202612	2314.765344	2487.385116	1864.806645	1607.77185	1725.068015	1792.57453	1632.419519	1656.267808
G1901	183.7743617	207.6466135	343.1249268	347.6294822	496.1975845	273.0398737	284.9945682	261.4884266	339.7752562
G1902	160.3848974	221.4897211	178.598148	342.1621771	347.2237139	374.5144628	295.3204583	370.1729167	326.6649569
G1903	448.854956	531.9708479	510.8989446	1300.763003	1063.444246	1060.775601	1032.589015	942.6496366	1035.713643
G1904	451.0825241	433.0915081	453.5310546	497.9803722	441.1918477	463.4354945	626.7815322	519.748601	526.5970208
G1905	2653.033512	3114.699202	2500.374072	2968.746665	3146.786529	2700.060974	2923.259502	3033.480965	3078.735279
G1906	1474.650029	2341.462765	2268.737686	1337.211704	1471.403461	1444.705232	943.7863598	1059.942799	853.2619777
G1907	258.3978903	241.265589	306.3228842	377.6996602	352.9534781	265.7169653	321.1351837	250.727586	301.5368833
G1908	45.66514441	60.31639725	64.94478109	58.77352975	60.73550111	55.44487858	65.05310795	49.49986676	36.053323
G1909	131.4265132	135.4646955	140.7136924	113.9021894	112.3033794	130.7662231	154.8883523	144.1952641	116.9001685
G1910	1300.899724	1747.197933	1647.432614	3573.339487	3468.79928	4200.211085	3457.108023	3031.328797	3726.602568
G1911	11559.96424	10677.9799	15223.05669	15713.94605	11922.49346	9384.830296	8792.495464	8225.586555	9195.782415
G1912	168.1813855	132.4983153	147.2081705	132.1265397	151.2657763	167.3807655	148.6928182	180.7821221	170.4338906
G1913	1318.720268	1410.019385	1448.268618	1596.908696	1463.381791	1577.563715	1471.439347	1496.832928	1443.225445
G1914	492.2925324	34.60776891	98.49958466	64.24083484	56.1516897	57.53713815	65.05310795	81.78238857	58.99634673
G1915	47501.77424	46976.58552	55180.33326	74743.98353	63177.52663	51958.128	49979.37351	43470.56778	49320.94587
G1916	71.28217664	65.26036424	62.77995506	2434.317593	2356.079062	1749.129	3460.20579	3114.18727	3770.303566
G1917	345.2730431	342.1225156	331.2183836	354.0080048	354.099431	377.6528522	400.6445379	417.5206153	439.1950257
G1918	448.854956	587.3432782	516.3110097	747.1983627	691.0095692	673.7075812	607.1623409	589.6940649	605.2588165
G1919	491.1787484	490.4415252	532.547205	554.4758582	525.9923586	483.3119604	521.4574526	538.04203	516.7642964
G1920	1486.901653	1544.495287	1630.114005	1509.431814	1522.971339	1537.810783	1542.687989	1515.126357	1562.310663
G1921	3437.137455	3904.745127	5168.522162	10601.56018	14299.19968	7650.347114	13232.62823	9778.375854	6101.751787
G1922	91.33028882	107.7784803	99.58199768	167.2084141	145.5360121	154.8272081	167.2794205	135.5865916	152.9534915
G1923	662.701486	667.4355434	662.4367671	596.8474726	597.0414354	626.6317409	648.4659015	584.3136446	559.372769
G1924	1577.118158	2127.883392	1946.178607	13970.78695	13286.17735	12618.41746	8700.595041	9529.800436	12763.96887
G1925	5748.239276	5328.607619	5942.44747	4529.66227	4395.875137	4543.341654	4451.491244	4993.030039	4587.512221
G1926	1296.444588	1265.655549	1302.142861	1490.751855	1501.198235	1530.487875	1591.219672	1607.669586	1681.395882
G1927	12009.93298	12082.06652	12035.35035	8330.350527	9116.05493	9438.182915	9391.397093	10160.3857	9825.076781
G1928	1887.863897	2167.435127	2047.92543	2227.926825	2246.067588	2183.27286	2769.403739	1985.375091	2162.106855
G1929	2.22756802	1.977586795	0	103.8787968	99.69789804	107.7513678	252.9843087	238.8906613	390.0314034
G1930	12298.40304	12062.29066	11916.28492	8244.69608	9016.357032	9181.881118	9318.083272	9577.148135	8018.040531
G1931	3038.402779	2939.682771	3208.272186	1917.201653	2239.191871	2191.641898	2001.157511	2111.276926	1970.914991
G1932	4880.601532	4728.410027	4560.206046	4136.471912	4046.359517	4238.917887	4115.899814	4112.793278	4245.551915
G1933	5358.414872	5289.055884	5361.191679	5614.011113	5439.838184	5469.166513	6344.226909	6132.603058	6117.047136
G1934	214.9603139	266.9742173	313.8997753	129.3928872	162.7253048	137.0430018	148.6928182	159.2604409	176.9890402
G1935	1278.624043	1191.496044	1323.791121	1993.743924	1954.995564	1720.883495	1703.771875	1532.343702	1797.203525
G1936	9618.63871	10183.5832	9932.221855	21820.92584	21743.3094	13116.37524	19688.37475	14435.66767	18323.82828
G1937	7682.882101	9781.144289	11037.36555	9852.083778	8334.515086	8455.867048	7836.318036	8518.28142	9783.560833
G1938	1854.450377	1948.911787	1949.425846	2729.096459	2524.534131	2601.724774	2715.70911	2700.970991	2853.675142
G1939	155.9297614	161.1733238	111.4885409	201.8346797	174.1848334	200.8569186	195.1593239	221.6733164	196.6544891
G1940	992.3815529	1002.636505	1042.363737	1246.545561	1066.882104	1177.942137	1161.662642	1212.746736	1206.147533
G1941	452.1963081	499.3406658	364.7731871	312.0919991	358.6832424	395.4370585	320.1025947	338.9664789	335.4051564
G1942	103.5819129	133.4871087	128.8071492	152.1733251	143.2441064	127.6278337	83.63971023	144.1952641	176.9890402
G1943	39311.00663	44121.93899	40436.78553	30628.75435	32422.44401	27842.74421	22610.60166	20044.21779	22631.65412
G1944	269.5357304	260.0526636	253.2846463	179.5098506	212.0012774	209.2259569	194.1267348	202.3038033	161.693691
G1945	79.07866471	86.02502559	92.00510655	92.03296906	95.11408664	109.8436274	68.150875	116.2170785	107.0674441
G1946	4699.054738	5253.459321	6472.829849	929.4418658	1453.068215	1162.250191	1148.238985	1219.20324	1116.560488
G1947	1248.551875	1242.913301	1122.4623	1193.694945	1179.185484	979.1774783	1096.609534	1066.399304	1095.802514
G1948	281.7873545	237.3104154	241.3781031	251.0404255	284.1963071	232.2408122	294.2878693	241.0428295	250.1882111
G1949	1815.467936	1856.954001	1718.871873	2478.967251	2639.129416	2532.680208	2177.730233	2406.123958	2262.61915
G1950	389.8244035	411.3380534	386.4214475	427.3610148	430.878272	508.4190752	474.990947	430.433624	489.4511729
G1951	1985.87689	2171.390301	2068.491278	1817.423335	2099.385623	1775.282244	2354.302954	1912.201375	2198.160178
G1952	1538.135718	1594.92375	1451.515857	1518.999598	1525.263245	1560.825638	1403.288472	1457.017817	1433.392721
G1953	793.0142151	743.572635	764.1835909	786.3807159	805.6048543	794.0125064	720.7471326	765.0957667	754.9347332
G1954	2506.014023	2676.663727	2447.335834	2985.148581	3018.43981	3112.236109	2945.97646	3009.807116	2866.785441
G1955	517.9095647	599.2087989	582.3382038	926.2526045	912.1784694	656.9695046	975.7966193	1390.300606	1211.610158
G1956	2526.062135	2615.358537	2855.405542	1808.311159	1662.777587	1635.100853	1636.653589	1780.919119	1895.53077
G1957	699.4563583	808.8329992	757.6891128	1322.632224	1120.741888	1191.541825	1190.575134	1186.920718	1265.14388
G1958	108.037049	114.7000341	124.4774971	73.35301	80.21669957	70.09069556	66.08569697	77.47805233	53.53372203
G1959	1011.315881	945.2864881	903.8148702	1252.924084	1270.861712	1387.168094	1223.617983	1277.311779	1282.624279
G1960	53.46163248	55.37243026	45.46134677	22.32482913	71.04907676	31.38389353	56.79239583	57.03245518	55.71877191
G1961	192.6846337	279.8285315	235.966038	252.4072518	221.1689003	182.0265825	225.1044053	176.4777859	237.0779119
G1962	19517.95099	24073.16406	18694.35524	7949.005996	8849.047916	6669.077376	7421.217252	7410.990922	6752.896651
G1963	3192.104973	3307.513915	3256.980772	4348.329984	4395.875137	4053.752915	3532.487021	3610.262022	3423.97316
G1964	611.4674215	852.3399087	746.8649826	3283.572317	3177.727256	3484.658312	3238.199151	3384.284369	4875.938805
G1965	1131.604554	1374.422823	1376.829359	2315.403707	2632.253699	1841.188421	2332.618585	1515.126357	2057.224461
G1966	2028.200682	1931.113505	1840.102131	2300.824227	2409.938846	2303.577785	2486.474348	2473.917254	2425.405366
G1967	865.4101758	829.5976606	979.5837815	2524.072518	2762.892324	2401.913985	1717.195532	1443.028725	1593.993887
G1968	16700.07745	15758.40038	15794.57076	8428.30641	9507.970805	11294.01715	10463.22449	11099.80708	9072.327097
G1969	738.4387986	882.0037106	824.7987199	1333.566834	1229.607409	1329.630956	1036.719371	1176.159878	1599.456511
G1970	975.6747928	1038.233067	1000.149629	1262.947476	1266.2779	1191.541825	1055.305973	1063.171051	965.7920465
G1971	1490.243005	2094.264416	1718.871873	9748.66059	10124.49344	5998.508184	6236.837651	6078.798855	7746.001821
G1972	893.254776	924.5218267	838.8700891	907.5726454	607.3550111	810.750583	638.1400113	631.6613433	705.7711109
G1973	498.9752365	7.910347181	75.76891128	10.47900143	1.145952851	4.184519138	2.06517803	12.91300872	15.29534915
G1974	143.6781373	158.2069436	186.1750391	14.57948025	18.33524562	7.322908491	6.195534091	16.1412609	13.11029927
G1975	143.6781373	155.2405634	156.9498876	190.9000695	199.3957961	169.4730251	149.7254072	186.1625424	223.9676126
G1976	263.9668104	246.209556	280.3449717	207.7575935	200.5417489	265.7169653	246.7887746	231.3580729	265.4835603
G1977	7539.203964	7931.111842	9329.317804	6235.461459	5375.664824	5383.383871	4654.91128	4461.444513	4229.164041
G1978	3647.642633	3734.672663	3791.692803	4841.754269	4251.485077	4582.048456	4132.421239	4174.130069	3807.449414
G1979	706.1390623	704.0208991	780.4197861	721.2286635	746.015306	698.814696	725.9100776	760.7914305	784.4329065
G1980	604.7847174	784.1131643	477.344141	5278.227458	5965.830543	5341.538679	5039.034394	6289.711331	11216.95355
G1981	2518.265647	2502.636089	2354.248315	1755.004935	2068.444896	2069.244714	2085.829811	2061.777059	2037.559012
G1982	64.59947258	117.6664143	60.61512902	150.3508901	184.498409	135.996872	99.12854545	135.5865916	173.7114654
G1983	126.9713771	164.139704	138.5488663	228.7155964	242.9420044	210.2720867	217.8762822	205.5320555	286.2415341
G1984	729.5285266	836.5192143	537.9592701	10280.81162	9596.209175	9790.728653	8440.38261	9488.909242	14879.09715
G1985	5431.924617	7804.546287	5961.930904	14147.56315	12897.69934	15264.07969	16209.58236	13180.95365	14666.05479
G1986	1170.586995	1191.496044	1092.154735	1087.082496	980.9356405	1008.469112	1050.143028	1031.964614	1036.806168
G1987	3089.636844	2989.122441	2963.646844	3350.091196	2880.925468	2678.092248	3141.135784	3107.730766	3664.328647
G1988	380.9141314	385.629425	360.4435351	422.8049272	442.3378005	496.9116476	552.4351231	469.1726502	463.2305743
G1989	442.172252	442.9794421	460.0255327	337.1504807	269.29892	389.1602798	323.2003617	285.1622759	277.5013346
G1990	171.5227375	111.7336539	179.680561	190.9000695	187.9362676	159.0117272	152.8231742	162.4886931	160.6011661
G1991	10083.08664	9908.698637	13176.21367	21545.73815	25169.70842	22395.54643	24254.48338	22149.03821	23361.46078
G1992	2452.55239	2160.513574	2387.803118	1939.526482	1873.632911	1937.432361	1781.216051	1882.071021	1675.933257
G1993	644.8809418	869.1493965	661.3543541	423.7161447	410.2511207	414.2673946	409.937839	308.8361252	368.1809046
G1994	2511.582943	3264.007005	3936.736147	4353.797289	4535.681384	3717.945254	6695.307174	6518.917236	6486.320566
G1995	79172.22257	72906.70358	71611.36287	37670.64331	45875.93049	49088.59401	42641.79597	44020.44673	35491.76518
G1996	2058.272851	2297.955856	2559.906788	5213.531015	5191.166415	4742.106313	4118.997581	3608.109853	4261.939789
G1997	560.233357	634.8053612	581.2557908	571.788991	677.258135	581.6481602	637.1074223	597.2266534	630.3868901
G1998	722.8458225	752.4717755	793.4087424	787.7475421	784.977703	769.9515214	867.3747727	771.5522711	825.9488542
G1999	571.3711971	612.0631131	548.7834002	692.069703	622.2523981	709.2759939	629.8792992	653.1830245	629.2943651
G2000	2454.779958	2756.755992	3122.761558	8128.060238	7617.148601	7365.799812	5723.640911	4960.747517	6160.748134
G2001	5260.401879	5260.380875	5103.577381	4911.462409	5132.72282	4825.796696	5225.933006	5157.6709	4717.522689
G2002	6361.934265	5891.231063	6633.026976	4999.850508	4845.088654	4988.992942	5310.605305	4885.421633	4865.013555
G2003	1924.618769	2113.051491	2136.683298	2730.918894	2557.766764	2153.981226	2436.910076	1956.320821	2171.93958
G2004	199.3673378	55.37243026	71.4392592	47.38331081	59.58954825	31.38389353	28.91249242	44.11944646	41.5159477
G2005	51.23406446	46.47328969	33.55480356	77.45348882	52.71383115	80.5519934	38.20579356	44.11944646	61.18139661
G2006	983.4712808	1066.908076	1174.418125	1710.355277	1573.393264	1673.807655	1218.455038	1243.953173	1315.400027
G2007	419.8965718	467.699277	469.7672499	549.9197706	576.4142841	606.755275	547.272178	518.672517	579.0382179
G2008	725.0733905	760.3821227	796.6559814	755.8549291	819.3562885	788.7818575	713.5190095	738.1936652	679.5505123
G2009	805.2658392	888.9252644	990.4079117	778.635367	904.1567995	847.3651254	824.0060341	791.9978682	806.2834053
G2010	35164.38876	35120.95269	36113.62794	34498.23953	35376.71046	35764.03894	41929.30955	41378.66036	40792.69619
G2011	3973.981348	3883.980466	3771.126955	4415.76008	3973.018535	4181.380749	3851.557026	3686.66399	3666.513697
G2012	304.0630347	403.4277062	305.2404711	383.622574	381.6022994	350.4534778	350.0476761	345.4229833	352.8855554
G2013	2996.078987	2939.682771	2769.894914	3101.328814	3015.001951	3059.92962	3290.861191	3132.480699	3154.1195
G2014	3984.005404	4094.593459	3553.561939	4793.004131	4040.629753	4445.005454	4106.606513	4107.412857	4130.836796
G2015	1450.146781	1336.848674	1433.114836	1244.267517	1103.552596	1148.650503	1074.925165	1160.018617	1171.186735
G2016	286.2424906	340.1449288	368.0204262	396.3796192	379.3103937	398.5754479	417.1659621	352.9555717	394.4015031
G2017	505.6579405	617.0070801	623.4698985	603.2259953	660.0688422	625.5856111	600.9668068	719.9002362	647.8672891
G2018	700.5701423	711.9312462	686.2498535	600.4923427	670.3824179	582.6942899	614.390464	553.1072069	687.1981869
G2019	1084.825626	1075.807217	1085.660257	944.9325636	1015.314226	1139.235335	1005.741701	1110.51875	1061.934241
G2020	214.9603139	151.2853898	212.1529516	327.5826968	295.6558356	329.5308821	262.2776098	275.4775194	292.7966838
G2021	8406.841708	8021.092041	7947.07638	6630.018643	6184.707537	6689.999972	6860.521416	6724.449292	6107.214412
G2022	752.9179908	662.4915764	638.6236807	8411.448886	8337.952944	5993.277535	7761.971627	8057.717442	9482.02395
G2023	73411.73167	102812.7599	108829.0521	188827.0496	198413.7145	203061.1141	210452.9998	138789.0177	142778.8068
G2024	240.5773462	251.153523	221.8946687	1094.372236	1027.919707	1336.953865	1278.345201	1107.290498	1233.460657
G2025	251.7151863	29.66380193	54.12065091	54.21744217	56.1516897	30.33776375	60.92275189	37.6629421	66.64402131
G2026	821.9725994	814.7657596	926.5455436	1098.472715	1071.465916	1208.279901	1254.595653	1137.420852	1083.78474
G2027	364.2073713	382.6630449	434.0476203	575.433861	524.8464058	520.9726327	470.8605909	513.2920967	556.0951942
G2028	1053.639673	1166.776209	1245.857384	2062.085238	2202.52138	1940.57075	1995.994566	1896.060114	2150.089081
G2029	41.21000837	43.50690949	34.63721658	49.66135459	63.02740681	37.66067224	43.36873864	52.72811894	54.62624697
G2030	1414.505693	1411.008178	1443.938966	1774.596111	1582.560887	1792.020321	1715.130354	1686.223722	1663.915483
G2031	130.3127292	83.0586454	60.61512902	921.2409082	747.1612589	681.0304897	1346.496076	1789.527792	1857.292397
G2032	1054.753457	1147.989135	1215.549819	1045.16649	1104.698548	1105.759182	938.6234147	1142.801272	1060.841716
G2033	69.05460862	89.98019918	66.02719411	128.0260609	121.4710022	140.1813911	131.1388049	150.6517684	142.0282421
G2034	613.6949895	647.6596754	649.4478109	986.8485693	868.6322611	928.9632486	876.6680738	881.3128452	889.3153007
G2035	1067.005082	1235.991747	1102.978866	1836.558902	1737.264522	1616.270517	1677.95715	1661.473789	2111.850708
G2036	483.3822603	468.6880704	528.2175529	285.2110823	367.8508652	357.7763863	342.819553	328.2056383	327.7574818
G2037	3961.729724	3841.46235	3521.089548	3745.103989	3571.935037	4093.505847	4197.474346	3847.000515	3858.798086
G2038	2485.96591	2798.285315	2413.781031	2362.331409	2613.918453	2844.426884	2762.175615	2731.101345	2844.934942
G2039	144.7919213	131.5095219	122.3126711	125.7480171	148.9738706	127.6278337	117.7151477	150.6517684	115.8076436
G2040	1117.125362	919.5778597	941.6993258	898.4604703	892.697271	877.7028892	908.6783333	855.4868278	712.3262605
G2041	568.0298451	577.4553442	594.244747	727.1515774	650.9012194	651.7388557	613.357875	703.7589753	627.1093152
G2042	184.8881457	169.083671	135.3016273	121.1919296	153.557682	124.4894444	131.1388049	132.3583394	132.1955177
G2043	6720.572716	6522.08125	6507.467066	6957.60134	7543.807618	6647.10865	7279.752557	7514.294992	7735.076571
G2044	1140.514826	1032.300307	1170.088473	548.5529443	511.0949716	575.3713815	548.304767	591.846233	559.372769
G2045	473.3582043	495.3854922	557.4427044	559.0319458	621.1064453	518.8803731	638.1400113	567.0962997	538.6147952
G2046	422.1241398	515.1613601	406.9872948	415.5151871	452.6513762	431.0054712	477.056125	513.2920967	504.746522
G2047	816.4036793	906.7235456	896.2379791	1514.443511	1541.306585	1364.153239	1510.677729	1185.844634	1528.44239
G2048	654.9049979	708.9648661	726.2991352	735.352535	605.0631054	652.7849855	609.2275189	426.1292878	611.8139661
G2049	228.3257221	224.4561012	203.4936474	180.4210681	186.7903147	185.1649719	173.4749545	202.3038033	158.4161162
G2050	954.5128966	974.95029	931.9576087	1718.556234	1551.62016	1500.150111	1841.106214	1625.963015	1755.687578
G2051	860.9550397	913.6450993	921.1334785	1094.827845	988.9573105	1092.159495	1040.849727	1028.736361	1010.585569
G2052	25062.36779	17293.00773	21804.12784	25479.46417	18268.78035	26771.50731	21468.55821	21700.31116	23429.19733
G2053	966.7645207	1001.647712	1001.232042	996.871962	906.4487052	814.9351021	809.5497879	844.7259872	793.173106
G2054	525.7060527	280.8173249	374.5149043	178.598633	1073.757821	354.6379969	271.570911	360.4881601	729.8066596
G2055	2215.316396	2236.650665	2248.171839	3693.16459	3458.485704	3196.972621	3237.166562	3109.882934	3411.955386
G2056	1334.313244	1395.187484	1400.642446	3095.4059	3057.402207	2751.321333	3367.272778	3074.37216	3925.442107
G2057	5466.451921	5608.436151	7065.992183	6098.778831	5243.880246	5069.544936	4099.37839	4091.271596	4138.484471
G2058	1710.772239	1663.150495	1621.454701	1585.974086	1763.621438	1720.883495	1773.987928	1744.332261	1793.925951
G2059	79.07866471	81.0810586	72.52167222	66.51887863	65.31931251	67.99843599	67.11828598	69.94546391	63.36644649
G2060	67.94082461	75.14829821	53.03823789	136.2270186	148.9738706	99.38232952	195.1593239	117.2931625	145.3058169
G2061	409.8725157	295.6492259	361.5259481	198.1898096	212.0012774	189.349491	188.9637898	172.1734496	160.6011661
G2062	908.8477522	37.57414911	167.7740178	18.22435031	6.875717106	11.50742763	6.195534091	12.91300872	28.40564843
G2063	397.6208916	579.432931	560.6899434	123.0143646	110.0114737	117.1665359	134.236572	111.9127422	150.7684416
G2064	60.14433654	135.4646955	86.59304146	137.5938448	154.7036349	148.5504294	140.4321061	115.1409944	195.5619642
G2065	1893.432817	2858.601712	2582.637461	21530.70306	19608.39923	18432.8068	17939.16896	19485.73016	24831.99935
G2066	1200.659163	1140.078787	1258.84634	2209.246866	2132.618256	2332.869419	1918.55039	1820.73423	1690.136081
G2067	1033.591561	1031.311514	1135.451256	1520.822033	1197.520729	1389.260354	1270.084489	1298.833461	1241.108331
G2068	1757.551168	1749.17552	1833.607653	2032.926277	1945.827941	1923.832674	1825.617379	2009.04894	2012.430938
G2069	8784.414487	12798.94174	10883.6629	9501.265034	10889.98994	8833.5199	10673.87265	10753.30801	10561.43859
G2070	5542.189234	6254.11824	6204.39142	11953.80698	11951.14228	10946.70206	11385.32648	9297.366279	10583.28909
G2071	17.82054416	4.943966988	54.12065091	3.644870062	1.145952851	11.50742763	3.097767045	19.36951308	12.01777433
G2072	118.0611051	92.94657937	99.58199768	95.22223037	85.94646383	133.9046124	82.60712121	97.92364947	83.0318954
G2073	680.5220301	576.4665508	674.3433103	436.4731899	508.8030659	518.8803731	519.3922746	469.1726502	493.8212726
G2074	744.0077187	623.9286339	753.3594607	1084.348843	877.7998839	1059.729472	1010.904646	1233.192333	1563.403188
G2075	67.94082461	88.00261238	54.12065091	65.60766112	74.48693532	63.81391685	56.79239583	54.88028706	74.29169588
G2076	6525.660515	6114.698371	5804.981017	4553.809534	4772.893625	5340.49255	5128.869638	5184.573002	4499.017701
G2077	230.5532901	237.3104154	232.7187989	868.845901	587.8738126	609.8936643	794.0609526	772.6283551	951.5892223
G2078	4961.907765	5087.34203	4602.420153	2954.622794	3079.175311	3232.541034	3383.794203	2987.209351	2554.323308
G2079	722.8458225	825.642487	729.5463743	444.6741476	511.0949716	540.8490986	565.8587803	563.8680475	504.746522
G2080	62.37190456	86.02502559	50.87341186	109.8017106	130.638625	92.05942103	81.57453219	104.3801538	107.0674441
G2081	1158.33537	1133.157234	1106.226105	801.8714136	826.2320056	910.1329125	994.3832216	845.8020712	898.0555002
G2082	2203.064772	2213.908417	2197.298427	2549.131	2490.155545	2420.744321	2370.824379	2385.678361	2288.839748
G2083	556.892005	649.6372622	780.4197861	1768.673198	1951.557705	1956.262697	2228.327095	2000.440268	2084.537584
G2084	1217.365923	1790.704843	1658.256744	3602.498448	3530.680734	3413.521487	4596.053706	4330.162258	3897.036459
G2085	11.1378401	17.79828116	5.412065091	53.76183341	101.9898037	39.75293181	80.54194318	107.608406	88.4945201
G2086	181.5467936	205.6690267	282.5097978	100.2339267	90.53027523	104.6129784	151.7905852	87.16280887	108.159969
G2087	1630.579791	2037.903192	1911.54139	2944.143793	2900.406666	2796.304914	2933.585392	2552.471391	2679.963676
G2088	208.2776099	228.4112748	208.9057125	430.5502761	338.0560911	418.4519138	367.6016894	358.335992	337.5902063
G2089	12110.17354	15104.80794	14334.3956	34981.64042	41436.50914	27092.66916	37497.4375	29671.94187	46719.64399
G2090	2513.810511	2567.896453	2883.548281	3804.788736	5076.57113	3758.744316	4157.203375	3401.501714	5284.543132
G2091	91.33028882	178.971605	85.51062844	520.3052013	598.1873882	358.8225161	231.2999394	348.6512355	570.2980184
G2092	1972.511482	2805.206869	2006.793736	4914.196061	5286.280502	4357.130552	3545.910678	2798.89464	4145.03962
G2093	95.78542486	103.8233067	100.6644107	175.8649805	215.439136	118.2126656	154.8883523	153.8800206	164.9712659
G2094	1572.663022	1552.405634	1385.488663	1435.623196	1258.25623	1331.723216	1417.744718	1417.202707	1363.471124
G2095	3843.668619	3565.588992	3558.974004	3896.366096	3331.284938	3467.920235	2902.607722	2897.894374	3158.4896
G2096	213.8465299	213.5793739	233.8012119	251.0404255	241.7960516	237.4714611	244.7235966	251.8036701	266.5760852
G2097	338.590339	19.77586795	80.09856335	19.13556783	13.75143421	16.73807655	18.58660227	11.83692466	17.48039903
G2098	204.9362578	71.19312462	56.28547695	35.08187435	34.37858553	42.89132116	33.04284848	25.82601744	38.23837288
G2099	7475.718275	6849.371865	7145.008333	4969.78033	4913.845825	5224.372144	5792.824375	5922.766667	5010.319372
G2100	330.793851	414.3044336	365.8556002	423.2605359	367.8508652	444.6051584	406.840072	420.7488675	407.5118024
G2101	357.5246672	334.2121684	358.278709	309.8139553	279.6124957	354.6379969	340.754375	310.9882934	281.8714344
G2102	456.6514441	366.8423505	466.5200109	454.2419315	343.7858553	443.5590286	414.0681951	408.9119428	386.7538286
G2103	996.836689	973.9614966	1004.479281	912.5843418	797.5831843	868.2877211	820.908267	816.7478016	864.1872271
G2104	439.944684	621.9510471	520.6406618	728.0627949	473.2785275	524.111022	680.476161	823.204306	607.4438663
G2105	404.3035956	16.80948776	66.02719411	16.40191528	6.875717106	13.5996872	8.260712121	13.98909278	24.03554867
G2106	830.8828715	1252.801235	927.6279566	1361.358968	929.3677622	989.6387761	1014.002413	1132.040431	979.9948707
G2107	19643.80858	18414.29944	17524.26676	10308.60375	10853.31945	12728.26109	11199.46046	11870.28327	10307.9728
G2108	29588.78601	32803.22096	35196.82411	52352.63553	53118.3525	49562.4908	50461.59258	48331.23947	46839.82173
G2109	2871.335178	2826.960324	3089.206754	3986.57663	3671.632935	3927.171211	4022.966803	3984.739275	4225.886466
G2110	275.1046505	339.1561354	271.6856676	91.57736031	103.1357566	73.22908491	77.44417613	85.01064075	78.66179564
G2111	356.4108832	439.0242685	333.3832096	249.2179905	183.3524562	197.7185293	207.550392	185.0864583	201.0245889
G2112	6608.080531	6333.221711	6688.23004	7406.831575	6177.83182	7262.232964	8156.42063	7745.653065	6780.209774
G2113	348.6143951	386.6182184	372.3500783	276.0989072	258.9853443	318.0234545	283.9619792	263.6405947	245.8181114
G2114	2477.055638	2301.91103	2197.298427	1695.320188	1715.491418	1935.340101	1920.615568	2026.266285	1681.395882
G2115	2651.919728	2605.470603	2453.830312	3398.841333	3171.997492	3534.872542	2939.780926	3335.860586	3338.756215
G2116	279.5597865	335.2009618	314.9821883	536.2515079	598.1873882	529.3416709	682.541339	493.9225836	623.8317404
G2117	325.2249309	419.2484006	261.9439504	288.4003437	303.6775055	289.7779503	261.2450208	313.1404615	281.8714344
G2118	492.2925324	556.6906828	503.3220535	762.2334517	669.236465	690.4456577	642.2703674	639.1939317	641.3121395
G2119	413.2138677	418.2596072	397.2455777	733.9857087	632.5659738	671.6153216	528.6855757	534.8137779	612.906491
G2120	1036.932913	1168.753796	1193.901559	1044.255273	1133.34737	1229.202497	1056.338562	1097.605741	1104.542714
G2121	521.2509167	633.8165678	648.3653979	777.2685407	696.7393334	756.3518342	816.777911	771.5522711	730.8991845
G2122	741.7801507	671.3907169	718.7222441	955.8671738	765.4965045	766.813132	722.8123106	808.1391291	742.9169588
G2123	547.9817329	501.3182526	552.0306393	513.9266787	480.1542446	534.5723199	468.7954129	474.5530705	466.5081491
G2124	887.685856	904.7459588	900.5676312	828.2967216	916.7622808	860.9648126	860.1466496	842.5738191	761.4898828
G2125	18498.83862	27762.35222	26121.87337	123377.4848	123477.5657	143380.456	96350.881	69204.04199	79552.20347
G2126	1247.438091	1238.958127	1162.511582	1609.210132	1308.678156	1448.889751	1464.211223	1421.507043	1386.414148
G2127	2892.497074	3352.009618	3189.871165	2855.300085	2753.724701	2636.247057	2924.292091	2676.221057	2779.383446
G2128	31386.4334	32402.75964	38652.96888	79557.49006	72167.52675	65895.71512	68533.96552	65717.52963	64272.14966
G2129	909.9615362	865.1942229	1128.956778	785.4694984	727.6800604	773.0899107	670.1502708	714.5198159	751.6571583
G2130	739.5525826	623.9286339	755.5242867	636.9410433	693.3014749	641.2775579	605.0971629	686.5416303	580.1307428
