GeneID	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24
ENSMUSG00000031860	0	1	0	11	1	0	1	0	3	0	4	1	2	0	6	1	0	2	0	3	0	4	2	10
ENSMUSG00000044006	0	0	0	2	0	1	0	0	5	0	1	0	1	0	1	0	4	0	0	4	1	1	1	1
ENSMUSG00000048967	1	1	0	14	0	3	0	0	1	3	2	1	2	1	10	0	15	0	0	0	4	4	2	5
ENSMUSG00000036199	105	130	74	224	205	615	114	98	169	161	304	325	368	52	139	204	956	357	97	174	284	403	424	772
ENSMUSG00000047654	0	0	0	0	1	1	0	0	0	2	1	1	1	0	1	1	0	3	0	2	0	0	0	4
ENSMUSG00000036180	33	48	41	30	111	19	30	15	78	5	85	95	134	9	28	127	16	94	20	80	17	136	88	229
ENSMUSG00000031858	29	25	30	84	101	52	40	20	61	13	160	91	95	12	93	112	55	98	25	99	38	179	178	217
ENSMUSG00000078062	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000011306	17	15	10	44	29	43	9	6	24	8	47	50	47	5	38	41	36	45	10	46	26	80	73	85
ENSMUSG00000036151	112	113	117	0	48	1	20	56	20	0	0	2	1	28	0	77	3	63	71	14	0	0	4	2
ENSMUSG00000007594	13	9	6	194	0	0	0	11	0	0	0	1	0	4	163	1	0	0	5	0	0	0	0	0
ENSMUSG00000002341	0	0	0	234	2	1	0	0	0	0	0	1	0	0	212	2	0	3	0	1	0	1	6	8
ENSMUSG00000036120	9	16	12	6	32	20	5	6	8	2	29	23	16	3	9	44	24	15	10	21	6	25	23	28
ENSMUSG00000071078	2	2	1	2	3	0	1	1	1	0	9	3	3	1	1	0	3	0	0	7	1	8	2	4
ENSMUSG00000002345	19	14	19	42	30	35	14	13	28	10	99	92	47	9	29	34	37	51	13	47	8	91	117	92
ENSMUSG00000002342	22	21	34	54	68	143	28	9	66	69	134	118	154	4	47	107	199	119	14	71	131	217	177	270
ENSMUSG00000002346	98	132	157	47	21	179	51	50	25	31	24	80	101	33	37	27	159	248	123	40	78	42	74	169
ENSMUSG00000002343	5	7	7	36	6	8	5	8	10	4	17	15	7	0	29	13	18	13	3	6	7	12	16	16
ENSMUSG00000036054	2	7	6	80	9	28	5	5	25	17	53	34	72	4	74	24	30	30	2	25	39	36	60	113
ENSMUSG00000003573	0	0	1	16	1	5	3	0	3	0	90	8	12	0	14	2	5	5	0	13	0	125	20	13
ENSMUSG00000057788	5	10	11	28	22	6	12	5	15	7	40	43	32	1	19	24	22	41	9	23	14	42	34	49
ENSMUSG00000055681	129	137	120	180	174	204	73	91	197	58	389	310	225	30	133	195	208	213	72	224	129	468	479	440
ENSMUSG00000087408	0	0	0	46	3	0	0	0	0	2	9	0	6	0	35	0	0	0	0	2	8	0	2	9
ENSMUSG00000058301	9	3	4	6	16	4	3	3	9	1	4	15	24	5	3	17	6	3	1	5	1	16	8	43
ENSMUSG00000031849	0	0	0	2	0	15	9	0	0	4	6	0	0	0	1	2	29	8	0	1	5	7	0	5
ENSMUSG00000003575	5	9	5	193	27	16	8	7	18	3	57	36	29	3	138	21	22	24	7	20	12	73	25	59
ENSMUSG00000055707	4	13	7	56	19	23	13	2	39	5	43	36	38	4	47	31	21	31	5	39	15	53	74	50
ENSMUSG00000035964	0	0	0	438	15	0	0	0	8	0	0	3	0	0	386	21	1	0	0	16	0	2	0	7
ENSMUSG00000007888	0	0	0	1	0	2	0	0	6	0	0	1	15	0	1	2	1	5	0	11	0	1	2	16
ENSMUSG00000058833	15	20	23	50	45	51	13	12	43	34	82	91	80	10	30	39	65	65	18	34	42	76	113	155
ENSMUSG00000090137	1	3	1	7	3	3	1	1	5	2	8	7	8	3	1	3	4	3	4	2	2	3	6	10
ENSMUSG00000055553	44	55	46	49	92	143	40	27	77	36	158	112	145	9	45	137	198	156	42	89	77	183	165	341
ENSMUSG00000019428	167	168	213	190	133	69	57	121	113	14	238	244	142	53	155	191	66	155	106	172	30	298	421	227
ENSMUSG00000070002	26	36	21	30	34	14	8	11	23	6	49	78	33	5	23	68	21	23	21	46	22	73	76	128
ENSMUSG00000019139	5	2	3	36	45	31	37	5	49	2	276	47	42	0	42	28	35	162	3	98	2	443	34	38
ENSMUSG00000070003	3	1	3	69	31	13	12	0	29	3	91	51	22	0	69	18	22	47	1	54	2	96	72	27
ENSMUSG00000049988	3	1	0	4	0	2	1	2	5	0	19	18	2	0	2	1	3	3	3	14	0	30	42	3
ENSMUSG00000038508	6	3	6	1	1	0	3	2	6	0	44	5	2	1	2	7	2	6	8	7	0	18	17	1
ENSMUSG00000056204	69	37	56	26	45	40	90	49	35	8	214	63	46	7	16	81	49	273	37	46	14	186	99	76
ENSMUSG00000031848	22	28	19	53	80	70	34	1	69	32	146	71	144	6	36	76	114	107	15	96	69	162	103	185
ENSMUSG00000071076	1	1	0	6	27	2	1	0	15	1	14	12	51	2	2	43	1	8	1	19	2	19	13	135
ENSMUSG00000031842	11	5	15	6	6	4	31	6	3	4	2	1	5	2	3	6	11	139	8	3	1	1	10	11
ENSMUSG00000031840	8	6	3	981	32	57	11	4	31	22	68	32	42	2	712	34	87	27	4	38	29	68	42	84
ENSMUSG00000035559	13	21	17	33	46	20	19	8	37	5	90	101	33	3	28	29	29	68	8	56	17	98	152	91
ENSMUSG00000031838	18	12	6	4	161	7	36	13	87	5	212	56	86	1	8	180	10	82	11	269	2	127	287	164
ENSMUSG00000031834	18	16	27	145	36	30	8	13	38	4	99	66	99	5	122	60	40	58	16	54	12	100	79	136
ENSMUSG00000031833	18	18	12	187	18	5	7	16	35	2	37	38	40	2	134	17	8	24	4	42	3	48	58	64
ENSMUSG00000000791	0	1	0	2	0	0	0	0	5	1	4	3	1	1	3	1	1	1	0	9	0	2	8	0
ENSMUSG00000002910	10	3	12	22	7	6	2	32	9	32	21	16	50	3	14	6	4	18	0	14	28	35	36	55
ENSMUSG00000002908	4	4	4	15	0	19	2	2	5	9	1	20	16	3	22	0	23	7	5	4	11	2	17	39
ENSMUSG00000020887	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0
ENSMUSG00000007721	14	19	12	80	49	51	18	9	45	32	84	71	114	8	58	64	58	52	21	67	46	96	96	198
ENSMUSG00000000792	0	0	0	42	2	0	0	0	1	0	0	1	0	0	39	0	0	0	0	0	0	0	0	2
ENSMUSG00000045128	100	110	82	147	357	176	67	87	325	55	696	334	536	48	104	391	269	247	84	424	123	577	413	1135
ENSMUSG00000077563	0	0	0	1	0	0	1	0	2	0	6	1	1	1	0	2	0	1	0	0	0	0	2	3
ENSMUSG00000019261	5	3	4	66	20	11	5	1	24	2	67	40	22	1	68	35	9	24	0	47	13	62	68	30
ENSMUSG00000074252	0	0	0	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000035439	4	11	6	16	46	37	5	6	32	4	43	35	64	3	23	57	46	12	0	40	3	45	52	297
ENSMUSG00000004677	12	12	9	21	34	10	6	5	53	5	54	55	87	1	11	64	16	22	14	66	9	71	83	85
ENSMUSG00000002395	38	43	34	68	45	137	14	23	65	21	186	109	131	15	51	70	163	86	28	109	40	212	155	327
ENSMUSG00000002396	12	13	9	5	37	9	10	9	13	1	16	50	15	3	4	30	10	26	5	23	4	23	61	29
ENSMUSG00000002393	15	18	20	1	24	5	6	9	3	0	7	16	8	2	6	10	5	27	9	10	0	17	6	19
ENSMUSG00000034911	3	10	8	4	3	68	11	6	64	5	58	205	16	2	10	9	83	62	8	97	16	94	338	60
ENSMUSG00000031820	25	50	42	65	58	61	29	28	48	15	97	114	112	8	72	73	89	138	31	61	39	126	136	170
ENSMUSG00000046295	0	0	2	0	10	1	1	0	1	0	4	1	9	0	0	10	2	0	2	4	0	9	8	4
ENSMUSG00000007950	1	3	1	280	24	19	13	3	21	6	74	17	28	2	252	45	25	38	5	39	15	79	20	39
ENSMUSG00000034880	36	35	27	21	58	61	31	21	25	13	69	56	40	7	15	41	109	78	20	38	21	79	92	96
ENSMUSG00000074247	21	21	23	139	89	73	24	9	90	30	134	160	108	3	116	98	68	82	17	98	56	198	238	191
ENSMUSG00000034863	0	0	0	2	1	1	0	0	3	1	0	3	8	0	3	1	2	1	0	1	0	1	3	8
ENSMUSG00000007610	8	8	7	28	13	15	5	8	18	3	41	21	20	3	6	18	13	32	3	20	6	35	27	31
ENSMUSG00000034845	32	31	25	9	16	16	68	15	217	5	81	108	51	5	7	37	9	274	35	357	9	186	123	97
ENSMUSG00000092037	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046718	106	117	94	17	16	39	10	82	61	2	381	116	27	43	10	23	35	38	101	136	4	490	239	48
ENSMUSG00000031813	51	46	68	28	77	21	28	42	47	5	128	50	66	19	20	89	42	101	43	86	16	100	94	96
ENSMUSG00000043664	1	0	0	1	3	0	10	0	10	0	25	7	2	0	0	0	3	17	0	24	0	17	14	4
ENSMUSG00000034829	0	0	0	0	0	0	2	0	0	0	2	6	0	0	0	0	0	2	0	1	1	0	18	7
ENSMUSG00000031808	13	28	21	129	31	266	51	9	62	34	215	2281	224	2	91	57	295	190	17	154	91	285	1957	428
ENSMUSG00000031807	47	59	53	18	82	57	25	30	70	10	144	112	83	14	22	73	79	107	39	84	17	140	206	151
ENSMUSG00000043243	1	0	1	2	2	0	0	0	2	0	4	1	4	0	1	6	3	0	0	9	0	1	4	30
ENSMUSG00000034807	135	172	105	148	344	90	68	56	79	27	258	434	415	15	70	272	145	170	51	151	70	400	776	742
ENSMUSG00000034799	2	1	4	119	5	6	2	1	5	3	6	7	18	0	81	5	5	1	0	2	5	10	9	16
ENSMUSG00000054044	0	0	1	0	1	0	0	0	0	0	2	1	1	0	1	0	1	0	0	0	0	1	0	3
ENSMUSG00000031805	10	11	7	3	6	13	5	8	14	0	37	61	16	2	3	3	26	21	9	40	5	35	115	24
ENSMUSG00000079019	1	0	0	0	0	1	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	1	1
ENSMUSG00000031803	0	2	0	1	361	12	0	0	29	2	19	36	19	0	2	381	11	7	1	30	1	18	79	39
ENSMUSG00000070000	0	1	2	53	8	0	0	0	9	0	17	2	27	0	38	16	2	4	0	22	0	12	8	70
ENSMUSG00000056019	66	47	32	260	98	50	43	19	13	0	39	337	161	5	220	92	140	121	6	18	3	162	296	307
ENSMUSG00000089857	15	3	7	58	59	4	9	1	8	1	10	23	48	2	55	16	14	22	2	14	1	30	37	34
ENSMUSG00000066880	219	231	95	524	622	175	197	38	29	20	145	569	701	9	294	606	358	364	18	98	71	448	641	1333
ENSMUSG00000083718	1	1	3	15	1	1	7	1	2	1	6	12	0	1	6	3	26	8	0	1	0	7	0	10
ENSMUSG00000052446	24	12	17	70	40	22	57	8	24	0	46	76	56	5	41	72	28	59	5	29	7	87	83	143
ENSMUSG00000003484	3	2	1	0	1	0	3	0	12	1	18	19	4	0	0	5	0	1	1	46	1	21	25	6
ENSMUSG00000031799	30	39	24	112	840	211	229	13	407	12	930	1368	1199	8	73	659	387	384	9	611	22	1551	3225	2675
ENSMUSG00000079609	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	2
ENSMUSG00000087502	0	1	1	2	3	4	0	0	1	0	3	8	5	0	0	12	2	3	1	3	0	5	6	14
ENSMUSG00000003037	79	101	86	66	161	35	49	54	92	4	192	123	94	24	44	157	53	179	62	127	12	245	242	168
ENSMUSG00000062007	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0	1	0	0	0	5	0	0	1	0
ENSMUSG00000074240	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	2	0	0	1	0	1	0	0
ENSMUSG00000003039	70	74	84	399	526	110	116	37	140	7	385	439	305	27	214	477	152	434	54	230	14	520	571	619
ENSMUSG00000092750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0
ENSMUSG00000003033	49	39	39	92	37	97	19	29	55	18	172	106	61	17	79	40	115	125	26	103	34	198	132	114
ENSMUSG00000070713	0	0	0	0	0	0	1	0	1	0	4	1	0	0	0	1	0	2	0	0	1	2	3	0
ENSMUSG00000055148	2	6	4	4	14	19	2	3	76	0	11	102	48	1	2	17	30	18	3	132	1	29	60	67
ENSMUSG00000006276	4	7	7	43	21	32	12	6	37	3	65	68	44	2	44	30	21	50	1	42	24	55	45	62
ENSMUSG00000019732	3	2	7	2	2	65	2	2	13	4	18	30	5	2	2	0	118	11	5	6	3	11	17	62
ENSMUSG00000052794	4	4	2	10	4	5	2	1	11	1	39	24	21	1	11	8	10	21	2	14	5	30	24	26
ENSMUSG00000052488	12	7	11	32	13	25	15	3	30	9	83	47	37	2	27	20	12	34	12	43	15	64	63	45
ENSMUSG00000019731	32	18	28	66	99	60	15	15	27	15	28	87	78	7	38	207	55	37	12	31	19	30	76	143
ENSMUSG00000090373	0	1	2	0	1	1	0	0	1	1	6	3	4	0	2	4	1	1	1	1	0	7	1	10
ENSMUSG00000045248	7	11	12	13	27	17	9	4	15	6	36	23	47	2	13	32	18	30	4	20	11	33	24	54
ENSMUSG00000044600	80	65	62	170	175	127	64	35	108	26	234	194	219	23	115	196	214	172	41	120	77	377	209	566
ENSMUSG00000031791	7	0	1	141	20	729	12	1	207	937	75	16	1529	2	134	31	875	40	1	53	2176	82	19	2087
ENSMUSG00000048148	1	0	0	34	0	1	0	0	6	0	0	0	2	0	37	3	2	1	0	4	0	1	0	5
ENSMUSG00000093276	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
ENSMUSG00000031622	27	43	42	110	94	65	29	27	77	9	277	156	70	14	86	111	71	128	23	105	23	328	270	149
ENSMUSG00000050147	0	0	0	0	1	2	1	0	1	3	9	1	0	0	0	1	1	4	0	4	1	13	3	6
ENSMUSG00000004383	1	3	0	97	47	47	8	2	13	2	27	26	93	0	45	53	108	24	1	22	10	36	71	193
ENSMUSG00000093140	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSMUSG00000079011	53	47	14	55	148	36	42	6	11	1	8	73	201	0	16	176	24	108	0	12	2	87	156	515
ENSMUSG00000031621	0	0	0	0	58	0	0	0	0	0	0	0	5	0	0	120	0	0	0	0	0	0	0	0
ENSMUSG00000034518	13	14	13	27	20	15	19	6	19	1	74	40	70	4	14	25	24	23	6	29	3	68	32	63
ENSMUSG00000042870	19	19	21	24	45	66	14	11	42	20	57	47	97	8	43	39	99	70	16	37	58	50	82	192
ENSMUSG00000005413	6	22	11	14	1	51	20	4	41	3	812	103	93	4	7	2	29	46	10	59	10	234	292	329
ENSMUSG00000005410	3	1	0	6	35	9	3	0	15	0	35	13	44	0	6	19	9	7	0	22	2	31	26	15
ENSMUSG00000034472	0	0	0	117	20	7	2	0	5	28	13	0	51	0	113	40	6	11	1	3	77	142	3	64
ENSMUSG00000031620	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000082280	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064709	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074235	0	0	1	16	0	0	2	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ENSMUSG00000087321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000031618	16	36	20	147	585	47	25	7	7	3	12	93	62	3	148	565	82	85	7	18	11	47	94	141
ENSMUSG00000089309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000088942	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000037148	4	0	0	10	9	44	15	2	18	14	71	45	85	0	11	24	58	45	2	15	25	59	49	200
ENSMUSG00000091247	0	0	0	1	0	0	1	0	0	0	2	1	4	0	0	0	1	1	0	0	0	3	1	4
ENSMUSG00000037134	21	18	9	34	26	15	16	4	18	4	43	35	52	4	15	46	39	32	7	17	8	46	80	92
ENSMUSG00000087750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSMUSG00000031617	56	38	54	470	43	66	70	15	26	6	115	306	103	5	366	117	127	169	10	33	14	256	400	257
ENSMUSG00000086451	0	3	0	4	1	29	1	0	0	0	1	3	3	0	1	0	71	1	0	1	1	11	2	13
ENSMUSG00000086781	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8
ENSMUSG00000031616	11	6	8	12	17	92	5	1	57	1	91	36	66	3	4	19	121	12	5	92	4	150	66	80
ENSMUSG00000037101	0	0	0	1	0	0	0	0	40	0	0	0	0	0	2	0	0	0	0	52	0	0	0	0
ENSMUSG00000031688	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000037070	3	5	7	48	26	10	4	9	18	0	40	38	41	2	36	31	13	21	2	21	1	50	19	73
ENSMUSG00000031684	11	11	12	11	128	14	23	1	25	0	38	62	88	1	15	128	16	35	2	38	2	81	86	101
ENSMUSG00000031683	38	31	36	196	107	57	36	27	58	48	117	104	201	12	113	134	112	104	26	62	74	138	125	292
ENSMUSG00000071064	0	0	0	74	25	30	6	0	9	1	12	28	10	0	42	42	19	39	0	11	0	38	9	66
ENSMUSG00000031682	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037022	14	15	12	32	23	52	12	11	22	10	25	56	32	3	23	31	67	32	9	25	16	44	70	135
ENSMUSG00000085259	0	1	0	0	0	0	2	0	2	0	6	13	3	0	0	3	1	4	0	2	0	12	11	16
ENSMUSG00000031681	26	11	16	42	346	19	20	6	14	3	51	58	317	4	21	477	73	42	5	19	6	249	135	502
ENSMUSG00000036990	178	184	65	256	983	294	233	40	80	17	125	538	1073	6	151	1070	415	397	11	142	99	502	496	1403
ENSMUSG00000058355	395	434	179	718	609	212	200	88	112	40	316	723	878	37	545	609	360	457	44	151	134	767	820	1172
ENSMUSG00000036977	28	30	13	155	150	43	74	7	19	2	72	147	234	1	80	163	128	117	3	30	8	225	244	483
ENSMUSG00000064325	1	6	10	50	52	0	4	2	28	0	0	3	23	3	37	20	0	2	1	27	0	12	0	14
ENSMUSG00000082491	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051839	0	2	0	0	26	7	0	1	13	0	0	3	0	0	0	24	12	2	0	6	0	3	13	7
ENSMUSG00000086912	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000042353	1	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENSMUSG00000031715	62	98	57	317	555	55	65	19	58	6	88	246	690	11	189	679	95	119	10	77	22	345	316	937
ENSMUSG00000031714	15	26	27	88	164	111	54	4	47	7	46	140	318	3	64	174	147	115	11	60	11	145	206	433
ENSMUSG00000059468	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000038250	31	56	30	101	177	56	63	14	30	13	54	128	142	8	52	158	62	70	9	53	52	129	174	352
ENSMUSG00000037982	0	0	0	0	15	0	1	0	0	0	0	2	3	0	0	4	3	1	0	1	0	1	3	4
ENSMUSG00000037940	1	0	0	82	65	133	14	1	14	6	16	29	113	0	60	61	275	39	0	32	11	31	96	361
ENSMUSG00000090732	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000091998	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8
ENSMUSG00000031712	12	3	9	10	214	203	67	1	6	6	12	53	191	1	20	208	475	119	2	18	25	43	152	229
ENSMUSG00000031711	33	16	16	35	38	45	27	8	38	12	100	102	93	6	45	80	45	87	10	51	18	89	111	174
ENSMUSG00000047747	6	0	1	64	16	17	2	0	12	15	9	79	103	0	38	28	23	6	3	26	17	21	107	111
ENSMUSG00000074228	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	1	0	2	0	0	0	2	0	0
ENSMUSG00000031709	1	0	1	121	13	1	4	0	12	1	23	11	10	0	78	49	0	20	1	25	0	13	39	14
ENSMUSG00000031710	0	0	0	0	0	44	2	0	26	0	0	0	2	0	0	0	104	5	0	149	0	0	1	2
ENSMUSG00000035151	124	133	88	153	377	92	87	19	37	11	108	641	353	11	120	418	160	190	13	69	31	232	573	601
ENSMUSG00000035057	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000002190	0	0	0	30	27	0	0	0	0	0	2	0	0	0	37	1	0	0	0	0	0	0	6	0
ENSMUSG00000063253	183	236	64	3885	503	464	684	28	87	45	162	1780	1022	7	2551	621	930	1406	15	139	129	901	2658	1576
ENSMUSG00000033938	73	84	69	73	128	366	54	45	88	58	153	181	170	22	61	146	541	192	59	139	95	207	235	335
ENSMUSG00000031708	280	284	285	692	201	600	132	159	227	210	678	546	586	80	560	172	777	416	175	269	422	1325	626	1257
ENSMUSG00000005483	31	36	60	153	196	54	46	18	172	3	175	115	236	17	74	131	30	78	22	51	5	273	138	510
ENSMUSG00000019433	5	9	11	75	42	32	16	1	35	3	109	42	65	2	41	62	23	77	8	44	19	79	79	145
ENSMUSG00000019464	1	1	1	4	21	9	13	0	11	0	14	17	7	0	1	21	4	34	0	13	2	14	13	4
ENSMUSG00000057672	3	1	3	5	10	15	7	1	15	0	21	8	10	1	2	22	10	35	2	20	1	11	26	14
ENSMUSG00000005481	17	28	25	29	83	37	18	17	52	8	114	41	119	7	28	89	39	70	18	69	22	122	79	148
ENSMUSG00000002885	3	6	5	1	28	38	6	5	163	10	84	133	26	1	6	42	36	26	12	241	6	101	209	69
ENSMUSG00000087392	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000013033	2	1	0	146	21	4	6	0	12	3	60	8	34	1	118	25	9	10	1	25	4	96	26	47
ENSMUSG00000074219	4	0	2	0	0	4	2	3	0	0	4	7	1	1	1	0	3	4	0	2	1	3	8	2
ENSMUSG00000005470	2	0	0	0	9	5	1	0	5	0	9	1	25	0	5	6	2	4	2	15	1	7	20	11
ENSMUSG00000005469	11	16	14	61	17	60	9	9	45	7	42	71	43	4	42	30	66	28	6	40	12	63	142	73
ENSMUSG00000079003	4	0	0	3	2	3	0	0	11	0	1	1	17	0	3	7	2	9	2	0	0	10	10	33
ENSMUSG00000046408	2	2	1	0	2	1	4	1	5	0	2	2	4	0	0	0	2	9	3	1	2	2	4	1
ENSMUSG00000074217	0	0	0	2	6	4	4	0	8	1	0	2	0	0	2	6	3	19	0	14	1	0	0	3
ENSMUSG00000080665	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	3	0	0	0	0
ENSMUSG00000047986	0	0	0	0	0	0	2	0	4	0	6	0	0	0	0	0	0	11	0	0	0	2	4	2
ENSMUSG00000005465	0	0	2	0	0	5	0	2	3	0	17	8	0	0	1	1	5	0	0	13	1	9	12	2
ENSMUSG00000045232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000074215	1	0	0	1	0	5	1	1	3	0	3	3	3	0	1	1	2	2	0	2	0	2	3	15
ENSMUSG00000056753	0	0	1	8	0	3	1	1	1	0	0	2	0	0	2	3	3	2	0	3	0	1	0	3
ENSMUSG00000031706	5	7	9	15	38	5	2	3	14	5	33	15	42	0	12	52	14	17	5	30	6	35	24	75
ENSMUSG00000037103	1	1	2	6	26	0	1	0	7	0	7	9	22	0	3	23	3	6	1	8	1	10	18	34
ENSMUSG00000012889	0	0	0	0	2	0	0	1	1	0	6	3	1	0	0	1	2	0	0	5	1	26	5	2
ENSMUSG00000036686	10	11	14	42	32	14	15	3	26	11	63	37	41	4	48	41	23	46	8	46	12	77	42	57
ENSMUSG00000008129	0	0	0	6	1	0	1	0	0	0	5	0	2	0	4	0	0	0	0	0	2	3	3	3
ENSMUSG00000056155	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000065611	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065444	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000065541	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	5
ENSMUSG00000035671	2	0	4	10	4	1	7	2	8	0	17	12	29	2	9	10	4	4	2	6	4	15	17	70
ENSMUSG00000019362	38	47	59	65	71	123	39	36	121	34	176	189	162	16	45	91	154	153	34	134	58	230	222	314
ENSMUSG00000004996	32	22	27	16	25	10	11	19	23	14	95	52	69	7	14	38	31	37	18	40	17	116	61	121
ENSMUSG00000004994	4	7	4	13	9	10	3	4	12	0	28	25	19	1	16	21	9	13	3	28	8	32	34	33
ENSMUSG00000034656	0	0	0	17	3	0	0	0	5	0	3	4	8	0	14	9	1	4	0	0	0	4	8	23
ENSMUSG00000086067	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053560	26	32	14	20	98	21	6	12	99	3	103	29	104	5	21	107	21	25	21	106	11	329	83	351
ENSMUSG00000073822	0	1	1	1	1	0	1	0	1	0	1	0	3	1	6	1	2	1	0	2	1	3	1	8
ENSMUSG00000001910	9	6	5	36	33	5	10	4	18	5	32	25	36	0	26	67	11	23	8	27	5	40	20	59
ENSMUSG00000001909	13	19	24	43	43	20	11	9	36	20	68	53	63	2	36	46	31	27	9	35	40	79	80	126
ENSMUSG00000001911	19	12	9	96	20	28	9	8	56	12	19	84	224	5	80	57	28	23	4	44	30	36	48	441
ENSMUSG00000034041	0	0	0	6	0	6	0	1	9	0	8	28	11	0	0	3	4	2	0	27	1	9	33	7
ENSMUSG00000074203	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	1	0	0	2	2
ENSMUSG00000053226	4	3	3	22	10	19	8	4	13	5	23	14	19	0	16	8	32	9	2	15	17	25	37	46
ENSMUSG00000033751	13	15	8	14	15	23	7	9	8	8	49	19	38	2	20	12	44	26	9	12	14	41	28	67
ENSMUSG00000003813	40	44	49	71	32	86	18	27	41	57	109	120	163	5	60	33	104	74	29	70	121	127	141	251
ENSMUSG00000003814	387	213	219	270	429	198	202	198	237	43	598	531	313	54	244	394	264	692	207	427	111	794	956	546
ENSMUSG00000087685	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2
ENSMUSG00000003808	29	16	34	44	44	24	15	16	39	28	149	58	91	8	48	33	36	67	14	48	46	147	109	117
ENSMUSG00000003824	9	7	6	3	13	1	2	2	5	0	15	8	18	1	8	7	3	13	7	7	1	15	12	19
ENSMUSG00000003809	1090	1434	1178	69	92	218	498	589	55	33	102	183	132	379	45	97	340	1187	668	91	62	154	230	290
